"","Expiry","Texp","Strike","Bid","Ask","Fwd","CallMid"
"1",2010-02-20,0.0410677618069815,300,NA,1.98191960648561,1062.041010968,NA
"2",2010-02-20,0.0410677618069815,350,NA,1.74709193220291,1062.041010968,NA
"3",2010-02-20,0.0410677618069815,400,NA,1.54417691593423,1062.041010968,NA
"4",2010-02-20,0.0410677618069815,450,NA,1.36537007130295,1062.041010968,NA
"5",2010-02-20,0.0410677618069815,475,NA,1.28328432650582,1062.041010968,NA
"6",2010-02-20,0.0410677618069815,500,NA,1.20537465890875,1062.041010968,NA
"7",2010-02-20,0.0410677618069815,520,NA,1.14576299880114,1062.041010968,NA
"8",2010-02-20,0.0410677618069815,525,NA,1.13121162097515,1062.041010968,NA
"9",2010-02-20,0.0410677618069815,540,NA,1.08835634456953,1062.041010968,NA
"10",2010-02-20,0.0410677618069815,550,NA,1.06042577275575,1062.041010968,NA
"11",2010-02-20,0.0410677618069815,560,NA,1.032983832864,1062.041010968,NA
"12",2010-02-20,0.0410677618069815,575,NA,0.992696682386883,1062.041010968,NA
"13",2010-02-20,0.0410677618069815,580,NA,0.979492400382862,1062.041010968,NA
"14",2010-02-20,0.0410677618069815,600,NA,0.927744262753322,1062.041010968,NA
"15",2010-02-20,0.0410677618069815,605,NA,0.915064751916261,1062.041010968,NA
"16",2010-02-20,0.0410677618069815,610,NA,0.902484522830517,1062.041010968,NA
"17",2010-02-20,0.0410677618069815,615,NA,0.890001788229861,1062.041010968,NA
"18",2010-02-20,0.0410677618069815,620,NA,0.877614801738948,1062.041010968,NA
"19",2010-02-20,0.0410677618069815,625,NA,0.865321857000196,1062.041010968,NA
"20",2010-02-20,0.0410677618069815,630,NA,0.853121285927565,1062.041010968,NA
"21",2010-02-20,0.0410677618069815,635,NA,0.841011457396875,1062.041010968,NA
"22",2010-02-20,0.0410677618069815,640,NA,0.828990775936142,1062.041010968,NA
"23",2010-02-20,0.0410677618069815,645,NA,0.817057680706937,1062.041010968,NA
"24",2010-02-20,0.0410677618069815,650,NA,0.805210644049201,1062.041010968,NA
"25",2010-02-20,0.0410677618069815,655,NA,0.793448169880528,1062.041010968,NA
"26",2010-02-20,0.0410677618069815,660,NA,0.781768793841689,1062.041010968,NA
"27",2010-02-20,0.0410677618069815,665,NA,0.770171080677285,1062.041010968,NA
"28",2010-02-20,0.0410677618069815,670,NA,0.758653624235748,1062.041010968,NA
"29",2010-02-20,0.0410677618069815,675,NA,0.747215046159668,1062.041010968,NA
"30",2010-02-20,0.0410677618069815,680,NA,0.735853994285081,1062.041010968,NA
"31",2010-02-20,0.0410677618069815,685,NA,0.72456914278699,1062.041010968,NA
"32",2010-02-20,0.0410677618069815,690,NA,0.713359190142098,1062.041010968,NA
"33",2010-02-20,0.0410677618069815,695,NA,0.702222858983287,1062.041010968,NA
"34",2010-02-20,0.0410677618069815,700,NA,0.691158894789943,1062.041010968,NA
"35",2010-02-20,0.0410677618069815,705,NA,0.724959327801098,1062.041010968,NA
"36",2010-02-20,0.0410677618069815,710,NA,0.765883204022912,1062.041010968,NA
"37",2010-02-20,0.0410677618069815,715,NA,0.731056859532976,1062.041010968,NA
"38",2010-02-20,0.0410677618069815,720,NA,0.719238799376438,1062.041010968,NA
"39",2010-02-20,0.0410677618069815,725,NA,0.636882163110339,1062.041010968,NA
"40",2010-02-20,0.0410677618069815,730,NA,0.717498503674562,1062.041010968,NA
"41",2010-02-20,0.0410677618069815,735,NA,0.705581868116672,1062.041010968,NA
"42",2010-02-20,0.0410677618069815,740,NA,0.672669700309193,1062.041010968,NA
"43",2010-02-20,0.0410677618069815,745,NA,0.661197010506549,1062.041010968,NA
"44",2010-02-20,0.0410677618069815,750,NA,0.649789731417338,1062.041010968,NA
"45",2010-02-20,0.0410677618069815,755,NA,0.638446677933581,1062.041010968,NA
"46",2010-02-20,0.0410677618069815,760,NA,0.62716667760747,1062.041010968,NA
"47",2010-02-20,0.0410677618069815,765,NA,0.615948571087919,1062.041010968,NA
"48",2010-02-20,0.0410677618069815,770,NA,0.580061536769402,1062.041010968,NA
"49",2010-02-20,0.0410677618069815,775,NA,0.569353588529058,1062.041010968,NA
"50",2010-02-20,0.0410677618069815,780,NA,0.601300557048798,1062.041010968,NA
"51",2010-02-20,0.0410677618069815,785,NA,0.571672275130973,1062.041010968,NA
"52",2010-02-20,0.0410677618069815,790,0.503067096455579,0.578799773523849,1062.041010968,272.166189794786
"53",2010-02-20,0.0410677618069815,795,0.493164113454012,0.567634137427113,1062.041010968,267.166189794906
"54",2010-02-20,0.0410677618069815,800,0.516647907956458,0.539059628958079,1062.041010968,262.16618979494
"55",2010-02-20,0.0410677618069815,805,0.506266211618263,0.545466671486751,1062.041010968,257.191225560338
"56",2010-02-20,0.0410677618069815,810,0.495935230305348,0.534462570962273,1062.041010968,252.191225560382
"57",2010-02-20,0.0410677618069815,815,0.485653929085503,0.537346871009543,1062.041010968,247.216261325691
"58",2010-02-20,0.0410677618069815,820,0.475421275063785,0.526205020600323,1062.041010968,242.216261325713
"59",2010-02-20,0.0410677618069815,825,0.465236235345252,0.515113056630332,1062.041010968,237.216261325623
"60",2010-02-20,0.0410677618069815,830,0.475234616919557,0.51545553901113,1062.041010968,232.266332856378
"61",2010-02-20,0.0410677618069815,835,0.4801930606706,0.50425528157976,1062.041010968,227.291368621744
"62",2010-02-20,0.0410677618069815,840,0.469481393251762,0.502876491104346,1062.041010968,222.316404387184
"63",2010-02-20,0.0410677618069815,845,0.443963296152169,0.491588666213416,1062.041010968,217.291368622047
"64",2010-02-20,0.0410677618069815,850,0.470929926109214,0.480345352575268,1062.041010968,212.36647591795
"65",2010-02-20,0.0410677618069815,855,0.44954265993966,0.499051612736788,1062.041010968,207.441583213731
"66",2010-02-20,0.0410677618069815,860,0.438766595639324,0.473753167920897,1062.041010968,202.391511683255
"67",2010-02-20,0.0410677618069815,865,0.437991418171019,0.46232801296798,1062.041010968,197.416547448746
"68",2010-02-20,0.0410677618069815,870,0.435791109071178,0.463992358586301,1062.041010968,192.491654744674
"69",2010-02-20,0.0410677618069815,875,0.432483610952837,0.44619949929715,1062.041010968,187.491654744908
"70",2010-02-20,0.0410677618069815,880,0.434753130416694,0.44652306098673,1062.041010968,182.591797806136
"71",2010-02-20,0.0410677618069815,885,0.394614352722431,0.471559686434163,1062.041010968,177.691940867708
"72",2010-02-20,0.0410677618069815,890,0.399092615139637,0.442635152162515,1062.041010968,172.64186933689
"73",2010-02-20,0.0410677618069815,895,0.39455256048824,0.434901743742711,1062.041010968,167.691940867452
"74",2010-02-20,0.0410677618069815,900,0.409798616333724,0.422839885746091,1062.041010968,162.817119694584
"75",2010-02-20,0.0410677618069815,905,0.388564776245111,0.435989731654588,1062.041010968,157.942298520886
"76",2010-02-20,0.0410677618069815,910,0.372054215282206,0.423428609815615,1062.041010968,152.917262756933
"77",2010-02-20,0.0410677618069815,915,0.365575821511749,0.397740130888977,1062.041010968,147.842155459803
"78",2010-02-20,0.0410677618069815,920,0.358638163330404,0.410023824247622,1062.041010968,143.067477349051
"79",2010-02-20,0.0410677618069815,925,0.382848995528313,0.405198136164014,1062.041010968,138.392942298311
"80",2010-02-20,0.0410677618069815,930,0.3674122956235,0.397198546293643,1062.041010968,133.417978064727
"81",2010-02-20,0.0410677618069815,935,0.355078674643707,0.384145730955176,1062.041010968,128.41797806472
