,ksi_1,ksi_2,ksi_3,ksi_4,ksi_5,ksi_6,ksi_7,ksi_8,eta,rho,H
20100204,0.0715496405036701,0.06632185745534544,0.07206753087862844,0.07037483376318937,0.07885122796441418,0.08622027315363975,0.09956112770275886,0.07689925167531363,1.4574950957031096,-0.7489308702972334,0.13363937642453075
20130814,0.015489435975192603,0.02609014014049344,0.039672378913696696,0.04356748902430891,0.04966047034127834,0.0361230107236303,0.040182524298040014,0.09236956525457612,1.6533847649876523,-0.7730804036215103,0.09097083365264239
20170519,0.01604494450471003,0.019931163843763228,0.039446224693369225,0.030342686691850848,0.04493262539063391,0.033784159275065645,0.03191144705227,0.028879935663025942,1.8054937915824005,-0.9386317179400804,0.08367572677409266
20171211,0.010002999999999998,0.017140407820839476,0.03628960662365307,0.029890355996358683,0.033324155861570164,0.03113812777684568,0.04406933941848296,0.010910453075222218,1.8315819094462522,-0.9652829694565362,0.09624134179344032
20171212,0.010002999999999998,0.016823732148779524,0.036627444160197586,0.03180096580195037,0.03509265386992467,0.034168649470247565,0.04048943402939546,0.01583186715424577,1.8790191022710068,-0.9795272082966726,0.09378087041713506
20171213,0.010002999999999998,0.01866941764653876,0.03779990035129568,0.03195408628477072,0.03213261548764067,0.03463859349035205,0.04308377519557866,0.016822662077460665,1.842078899103869,-0.9480893492931829,0.09726448994190032
20171214,0.010002999999999998,0.019569990154937045,0.03818442252344332,0.030843623418940647,0.03255198260440867,0.03714880832592835,0.04554440716960769,0.016862042674288716,1.8419815312225296,-0.9443210220069449,0.09548754822517294
20171215,0.010002999999999998,0.016757746553209565,0.03710014144627555,0.031963062271925566,0.03267931350329141,0.037207253555033876,0.03891827533546904,0.016244054241835726,1.8513021526728672,-0.9354594872412996,0.09743409975674672
